,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subflow Fwd Packets,-0.01750478656697086,0.020096781621166,1.0,0.18027917396193227,0.04603231212578064,0.17908145677432755,0.01339740136920083,-0.008430801454422368,-0.005793500426914698,0.014380155653508616,0.02946736340480969,-0.006134571730454551,0.03468585566715203,0.02447918893242743,-0.00505125071213588,-0.007054867727919963,0.0009823294724267087,0.004837156706352363,0.016110601856884198,-0.00036562413808658426,0.019990801368354412,0.0023320503533838456,0.0063698811303360674,0.01602084564251001,-0.0003341362478124753,0.021826258541680656,0.0037996818475247223,0.006376121355531421,0.01614406828378716,-0.003678441303224921,-0.0021266362840224283,,,,0.0009124896660423018,-0.0017784637075614297,-0.006917883119156216,-0.0019133093727924239,-0.00843936438121394,0.024139761573324363,0.005802963766718894,0.029212322805906653,0.031825251373644524,,-0.000621705442610497,-0.0021266362840224283,,0.008168043594783844,-0.007705819484117709,-0.007025146856961485,,-0.0043524298276477755,0.0015986734583551614,-0.005793500426914698,0.03468585566715203,,,,,,,1.0,0.04603231212578064,0.18027917396193227,0.17908145677432755,0.012606196358778146,-0.0014996364427483486,0.17381411754870646,0.0015641175493843963,0.014656725695828108,0.01168084021532426,0.015153662490861104,0.010358733437520104,0.017376535650002394,0.00502116138036507,0.016054270841746713,0.017746129509884277
Subflow Fwd Bytes,0.10256367072448133,0.09971094939691369,0.04603231212578064,0.2389348583483671,1.0,0.1883106616057897,0.6377618239063051,0.1707705417922952,0.3207803821188708,0.6073184845797124,0.36656184282399346,-0.07801614019447219,0.28693209463049707,0.33970300067328996,0.08573787341647154,0.025257334049227444,-0.13082090870479088,-0.07230447029018154,0.07776190232947774,0.0011242999077204204,0.0978085728423113,-0.12122614381858927,-0.04631686736743142,0.07507467371238112,0.0014784794377741366,0.2316174473062161,-0.056298223414939216,-0.011994707918872064,0.10719639148887558,-0.060198895675678335,-0.009635117278350631,,,,-0.0431663666011208,-0.00831464913647834,0.027805574713595883,-0.023434664099285407,0.16527132334897768,0.5201380686302138,0.3392869307093266,0.4706702517647332,0.46449739544772967,,-0.00876702695473431,-0.009635117278350631,,-0.04477465700206667,-0.06579898156094753,-0.08209672292048804,,-0.050424246403859035,0.27916940706424187,0.3207803821188708,0.28693209463049707,,,,,,,0.04603231212578064,1.0,0.2389348583483671,0.1883106616057897,0.08073869150759148,0.028444650538754092,0.23105295561825578,-0.03507949131665448,0.1453958916062925,0.1091415439713571,0.15775354053826812,0.10075280753526801,0.10807004455149828,-0.04470209307922725,0.07690640686126127,0.13467132724413625
Subflow Bwd Packets,-0.03365144865640576,0.07077311594159966,0.18027917396193227,1.0,0.2389348583483671,0.9936863895627243,0.07974490564951442,-0.02619137366399002,-0.014328871474972884,0.06864861125536997,0.1547895012624846,-0.009219488146103546,0.19482738551561896,0.12447950099298415,-0.013031706040223532,-0.01823220874756854,-0.009194161450428309,0.010555273594803356,0.07128315070069559,-0.0012404758928000437,0.06987282511613463,-0.0021481593719110182,0.018755109730319613,0.0702707765824266,-0.0011729411977128936,0.10062983888110441,0.010539553289290435,0.02292336390200162,0.07542021702332904,-0.005947090648800519,-0.002180654629152896,,,,0.004084843311915175,-0.006529374082756196,-0.018120037194111274,-0.0025343358662586455,-0.026334965285723804,0.13322912992571137,0.05172253100075789,0.15531397532337757,0.1719634228153921,,-0.0013912709167885908,-0.002180654629152896,,0.04212143736880272,-0.011610951652696228,-0.010358571817694373,,0.023777399719078125,0.02965926610302803,-0.014328871474972884,0.19482738551561896,,,,,,,0.18027917396193227,0.2389348583483671,1.0,0.9936863895627243,0.07088013588249224,0.004852711975253318,0.9513888180349154,0.005340011120215697,0.07639617117292585,0.050930882870307885,0.07104545986414369,0.05959640305379232,0.07835414614095156,0.017872669181123197,0.07053238497262493,0.08220256808183535
Subflow Bwd Bytes,-0.01323053964935932,0.025452890787681093,0.17908145677432755,0.9936863895627243,0.1883106616057897,1.0,0.04601508157656194,-0.009095833946284266,-0.005692260401711413,0.02511702018962873,0.10031546109635207,-0.005606713095168634,0.15218107379244047,0.07634654785397434,-0.00431389021934184,-0.006182300293041373,-0.010382632613318444,-0.004148936165168256,0.030662266932384087,-0.00042213716149168407,0.02493397349086268,-0.00978219319378093,-0.0012290332827920942,0.02998466283206969,-0.00039913816822200344,0.03887752378712419,-0.0052427007291355595,-8.823419704404315e-05,0.031009385246980863,-0.0037488930976199678,-0.002221259322525878,,,,0.0017023196714364437,-0.0002854062290131483,-0.006108040799319689,-0.0012203789333461582,-0.009095295321853741,0.08696969029247545,0.04987849963500335,0.10497002354122802,0.1291768904102727,,-0.0005791590869852728,-0.002221259322525878,,0.018132163404555004,-0.006621773905792603,-0.005068840823634042,,0.01372184636566521,0.032859270476795634,-0.005692260401711413,0.15218107379244047,,,,,,,0.17908145677432755,0.1883106616057897,0.9936863895627243,1.0,0.04193311273720711,-1.3835562820635221e-05,0.9547892631275816,0.0019566695895946937,0.04863304106047355,0.021819869113578173,0.03810133955948293,0.04442273731053159,0.03576146999303104,0.0025015992713820676,0.03021862586258849,0.03943088640323038
Init Fwd Win Bytes,-0.4536707758861415,0.2863963511671867,0.012606196358778146,0.07088013588249224,0.08073869150759148,0.04193311273720711,0.03787726993557653,-0.29077987958624213,-0.23657582465366472,0.2724964108954308,0.4164983858602683,-0.1684554649209826,0.34588333217500117,0.43649517100416635,-0.1404910518158242,-0.1206405602495522,0.1425936561144775,0.19820735627287295,0.2552700603510923,-0.01079088217898108,0.2816210434592725,0.16595885419189496,0.21033151853938833,0.24944649618148163,-0.011686965780475608,0.2919756380426744,0.12252339724610041,0.15082419238952094,0.20747834180188707,0.018838664489755273,0.043380999298354594,,,,0.059895173722662745,0.00889852844551843,-0.1201584312375742,-0.014177183722341216,-0.2935439305091332,0.2669169602869069,-0.14295789571080475,0.3952487812005768,0.3605378033368461,,-0.019821999313845123,0.043380999298354594,,0.4172501197494873,0.05408376995811337,0.006541945131895595,,0.01632530445429961,-0.17467758577730064,-0.23657582465366472,0.34588333217500117,,,,,,,0.012606196358778146,0.08073869150759148,0.07088013588249224,0.04193311273720711,1.0,0.2950002500207588,0.04463462217851616,0.06693727472962789,0.1044680233993634,0.09031498042572574,0.11570839500007406,0.07429761019281025,0.256794864621985,0.1037954435787557,0.24615883181105236,0.2525187327341939
Init Bwd Win Bytes,-0.12967463854409605,-0.06878442776434462,-0.0014996364427483486,0.004852711975253318,0.028444650538754092,-1.3835562820635221e-05,0.015321817452763963,-0.07952220221696082,-0.05704263016995811,0.10052537170240804,0.03542691862945557,-0.05229679688013573,0.019571927372872402,0.04466601263600102,-0.04187337627642124,-0.054367700440757734,-0.08004828491443218,-0.07465212458024667,-0.06651604196234825,-0.0029353759922425954,-0.08188697111032538,-0.10008100681019094,-0.09023382404925946,-0.08432421314803279,-0.0037854837967564734,-0.01592583352476825,-0.04664344152950463,-0.04853258728814941,-0.044380169577914914,0.007321376225574943,-0.015846222889029784,,,,0.01711991756651464,0.0025429358843261536,-0.056347876189008335,0.015511627177177979,-0.08543589712131944,0.01609263812536203,-0.06177413346925875,0.06248924767847791,0.06611855251381892,,-0.005104048977752255,-0.015846222889029784,,0.05539753960076207,0.09987032588337129,0.1613616905302369,,0.3430306434767699,-0.06490098484699842,-0.05704263016995811,0.019571927372872402,,,,,,,-0.0014996364427483486,0.028444650538754092,0.004852711975253318,-1.3835562820635221e-05,0.2950002500207588,1.0,-0.004547034090099922,0.019132967138669826,0.12552925737255413,-0.026787318560564485,0.05449622822577292,0.16667342992893236,-0.07683746162273111,-0.08194136178507459,-0.08783001155858353,-0.06010173831634992
Fwd Act Data Packets,-0.03917023348581724,0.0987288622326223,0.17381411754870646,0.9513888180349154,0.23105295561825578,0.9547892631275816,0.06539569564955722,-0.028534550641286086,-0.014788150396247333,0.06986017318640102,0.11477417714559483,-0.021400328059054383,0.12692620355169199,0.0962532649115017,-0.019940525845795157,-0.02882626856474557,0.029227341655688268,0.04711360834363229,0.09356101739442527,-0.00120106610684498,0.09854642115191364,0.038150527132274945,0.05423373523417718,0.09370420005151738,-0.0010673862709704514,0.10573928714293,0.03669871196046365,0.048537216129845066,0.08943421400495655,-0.01211446377803223,-0.0066468025836063935,,,,0.0009426518359493357,-0.011829140076862518,-0.028261587652684737,-0.007867239525890529,-0.02859163601612487,0.09828037520207066,0.02508058492424018,0.11451898989381555,0.12006865985149733,,-0.002332408607129065,-0.0066468025836063935,,0.063255537163504,-0.031219921012372854,-0.02952202983165141,,-0.017566863327988076,0.008355986527608267,-0.014788150396247333,0.12692620355169199,,,,,,,0.17381411754870646,0.23105295561825578,0.9513888180349154,0.9547892631275816,0.04463462217851616,-0.004547034090099922,1.0,0.004456950174422181,0.06196725083337368,0.05604856505305023,0.06604949734817882,0.03926616660265512,0.09594893049018909,0.04216779115739322,0.09333710527838515,0.09315960746742183
Fwd Seg Size Min,-0.14404389918930427,0.07169463599753637,0.0015641175493843963,0.005340011120215697,-0.03507949131665448,0.0019566695895946937,-0.09849929332435596,-0.16732988513296057,-0.16184209148175324,0.016069960390125468,0.02749497214568776,0.03413764074979342,0.028961088170803492,0.025488502122239416,-0.10788634021431359,-0.10799613273952476,0.07002990501651582,0.073846966918502,0.0682447110728766,0.0019051228933563875,0.07115737649973783,0.07427956406237207,0.07298922935927848,0.06755628821679549,0.001771150559344702,0.04314797813655112,0.04463784926178144,0.04533740964583153,0.04551625416817436,0.028097988126421895,0.024665400449515075,,,,0.8947255242321674,0.03417081746856472,-0.10976494176613766,0.009238879476674951,-0.1686904509399741,-0.04918154631960608,-0.15257290014597552,0.024707979061153625,0.022195124840948734,,0.0034560292600696167,0.024665400449515075,,0.10191399041387651,0.04791294823290681,0.03233195733298616,,0.05492597299476305,-0.1574107517950263,-0.16184209148175324,0.028961088170803492,,,,,,,0.0015641175493843963,-0.03507949131665448,0.005340011120215697,0.0019566695895946937,0.06693727472962789,0.019132967138669826,0.004456950174422181,1.0,0.01728872071518784,0.02155800805095331,0.022827923119285096,0.008166072549616802,0.0623422779286363,0.05137120291265589,0.06703836639259025,0.05321132178793279
Active Mean,-0.0969137010305283,0.18377001242432828,0.014656725695828108,0.07639617117292585,0.1453958916062925,0.04863304106047355,0.05471885297205243,-0.06729944664385504,-0.04631364352652899,0.09417895257109885,0.1117758385627331,-0.042181963218410785,0.09365711357562116,0.09824484247731212,-0.04067511162047354,-0.057612330387134626,0.07578980146826868,0.10382247690439093,0.19542585699084486,0.06173455107682269,0.1744712265437919,0.07910789602210103,0.10773826074587824,0.18384497545994,0.061923252932672014,0.166151283248792,0.05177854305861496,0.0801109255017904,0.1612742079779078,-0.029787080980695654,-0.013818499149350547,,,,0.016096643625436727,0.0024684751703848034,-0.05658734128210708,-0.014691134459563356,-0.06719880965493215,0.08329173860061156,-0.021726035630460484,0.10562873818041832,0.10198967155001638,,-0.005495850148569237,-0.013818499149350547,,0.13388497883513523,-0.05806539677722299,-0.05141492795876322,,0.059054561703513725,-0.036012044359078316,-0.04631364352652899,0.09365711357562116,,,,,,,0.014656725695828108,0.1453958916062925,0.07639617117292585,0.04863304106047355,0.1044680233993634,0.12552925737255413,0.06196725083337368,0.01728872071518784,1.0,0.5278344351876735,0.8330726593117881,0.8551860326807883,0.19585340810453122,0.12093137636562049,0.19670429924112431,0.183167593107934
Active Std,-0.13844624461900334,0.2860102647542411,0.01168084021532426,0.050930882870307885,0.1091415439713571,0.021819869113578173,0.004383357431951959,-0.09024529064762954,-0.07693022158130632,0.05811545227830489,0.06006358230264189,-0.044864619638374244,0.03630195827783431,0.05047908148400953,-0.047258896060820524,-0.06693734526692449,0.11096220600340957,0.15880059918330178,0.23214511432300658,0.009137760372841598,0.2855591119375753,0.14956493074540958,0.175037449912467,0.23270445439982623,0.009380554157597734,0.24588177036134615,0.12835016128723592,0.1520852119615039,0.22105706039547512,-0.03376069184125596,-0.031690445261060296,,,,0.019290207609855416,0.002866698056355553,-0.06574621581273289,-0.017071380611936995,-0.09020185601399014,0.022524431947926808,-0.06803999027994885,0.0505248771162074,0.05205784558189524,,-0.006385357989208475,-0.031690445261060296,,0.18215174763098194,-0.0779160161732231,-0.059736486774903584,,-0.06705239746933964,-0.07339217739822292,-0.07693022158130632,0.03630195827783431,,,,,,,0.01168084021532426,0.1091415439713571,0.050930882870307885,0.021819869113578173,0.09031498042572574,-0.026787318560564485,0.05604856505305023,0.02155800805095331,0.5278344351876735,1.0,0.8705813098884626,0.02705881135926995,0.2039176577082669,0.22434133780428242,0.23368759544247933,0.1587600215479639
Active Max,-0.1421787217342074,0.28749870144037326,0.015153662490861104,0.07104545986414369,0.15775354053826812,0.03810133955948293,0.033620932036616646,-0.09338734538853923,-0.07186999412687535,0.09418842206632086,0.09630629163223985,-0.0515230039324374,0.07301197277181182,0.0854350295392541,-0.0515764006705408,-0.07305276989353299,0.10704085437015902,0.14486182705538933,0.22534571685078275,0.03759978092383918,0.28215866324446054,0.13314627640376187,0.15464492646364103,0.21942731348547928,0.03785436239640589,0.255667379103479,0.1158073759347758,0.13926389341833056,0.21441364598624818,-0.0372248568979932,-0.029492686712488392,,,,0.02077279540525932,0.003129155904541028,-0.0717529240917058,-0.01862997532133805,-0.09331198315744361,0.05987401134444716,-0.054167850026276027,0.09230182319767785,0.0938162503370244,,-0.006968744609197372,-0.029492686712488392,,0.185675592943402,-0.08063695321660189,-0.06519419716865804,,-0.012498609446812971,-0.06531300393208686,-0.07186999412687535,0.07301197277181182,,,,,,,0.015153662490861104,0.15775354053826812,0.07104545986414369,0.03810133955948293,0.11570839500007406,0.05449622822577292,0.06604949734817882,0.022827923119285096,0.8330726593117881,0.8705813098884626,1.0,0.48104267596705247,0.20714155906141485,0.18409606127305203,0.22712377262393058,0.172898659276613
Active Min,-0.03808982329973761,0.054421029660049525,0.010358733437520104,0.05959640305379232,0.10075280753526801,0.04442273731053159,0.05919495364474537,-0.029141393611223608,-0.012301671481433213,0.07715056109759032,0.09567867939159241,-0.02457029988328877,0.08917399393515826,0.086379231661515,-0.021228203608930914,-0.030067839779773238,0.0257676924539648,0.02934546342122252,0.08853834724355784,0.06491277310680409,0.04357069256215497,0.008043651248146193,0.023375676536266668,0.07438332083349809,0.06499895666271414,0.05746771730275987,-0.006885585253254252,0.010107576112613438,0.060939079349576326,-0.015873150520136832,0.0006450531477557884,,,,0.0080581658821844,0.001288996218697119,-0.029533031914721168,-0.007665965331494291,-0.029053095447800024,0.08335791428971241,0.0116092722788038,0.09522279392133047,0.09136651673463433,,-0.0028683028442525855,0.0006450531477557884,,0.056888861973885506,-0.02495095206349383,-0.02683361916958987,,0.10735451955982844,-0.001862139538255093,-0.012301671481433213,0.08917399393515826,,,,,,,0.010358733437520104,0.10075280753526801,0.05959640305379232,0.04442273731053159,0.07429761019281025,0.16667342992893236,0.03926616660265512,0.008166072549616802,0.8551860326807883,0.02705881135926995,0.48104267596705247,1.0,0.10472307555031649,0.006568692318096279,0.08922223572235642,0.11565852250853298
Idle Mean,-0.4201918812714935,0.8192685085925534,0.017376535650002394,0.07835414614095156,0.10807004455149828,0.03576146999303104,0.017560810333777512,-0.27099512643123436,-0.24084808704898614,0.17108758144829875,0.2907584899549951,-0.13269957027830914,0.1767337891850468,0.25941299642322785,-0.1369448178161594,-0.1939682853528573,0.654155000841156,0.8445412880385659,0.9686032567154959,-0.007304927788574498,0.8182544924843833,0.7162259272496062,0.8873484515940387,0.9673107543512212,-0.0065886452473921464,0.6392387236508221,0.38694519733644667,0.49600667533750026,0.6578253996550482,-0.047577930853254374,-0.005943818602170995,,,,0.05583168824501612,0.00830467668153318,-0.19051653376330982,-0.04947019613339538,-0.27092974295706435,0.1545597184381369,-0.1882642062685187,0.22148331024669826,0.17186137054073275,,-0.018503201600116703,-0.005943818602170995,,0.5161887778170564,-0.16959527196294982,-0.17307180573125586,,-0.1931664618128716,-0.20582797633519198,-0.24084808704898614,0.1767337891850468,,,,,,,0.017376535650002394,0.10807004455149828,0.07835414614095156,0.03576146999303104,0.256794864621985,-0.07683746162273111,0.09594893049018909,0.0623422779286363,0.19585340810453122,0.2039176577082669,0.20714155906141485,0.10472307555031649,1.0,0.4754516892628564,0.9716597934081503,0.9697473294182287
Idle Std,-0.34598764582057356,0.5543481628805852,0.00502116138036507,0.017872669181123197,-0.04470209307922725,0.0025015992713820676,-0.16018810716470694,-0.22057454366335477,-0.22968223149568065,-0.04147877863518803,-0.05464972935877146,-0.1062173872919623,-0.07772298828200319,-0.060258615753774954,-0.11261488906557504,-0.1595073587376406,0.6317704536205105,0.6696888809930183,0.6535269245531441,-0.004173719707176116,0.5553943342154377,0.6812842088377168,0.6666544189013366,0.6552013586237706,-0.003585425461072013,0.25997631821890776,0.3998479723822184,0.39774610534298044,0.3894682189737212,-0.02857807614772792,-0.06651963514817787,,,,0.04596648807531811,0.006827748036916045,-0.1566687534305912,-0.040682196572626166,-0.22046625195714392,-0.14404234368510282,-0.24318184374427526,-0.07807762320786509,-0.04864974209363442,,-0.015215855886310737,-0.06651963514817787,,0.4609545082328767,-0.18534789243502106,-0.1423478175315433,,-0.21549489147769899,-0.23233745259435346,-0.22968223149568065,-0.07772298828200319,,,,,,,0.00502116138036507,-0.04470209307922725,0.017872669181123197,0.0025015992713820676,0.1037954435787557,-0.08194136178507459,0.04216779115739322,0.05137120291265589,0.12093137636562049,0.22434133780428242,0.18409606127305203,0.006568692318096279,0.4754516892628564,1.0,0.6567248537364073,0.25696512106701763
Idle Max,-0.45176297359639767,0.8540403898796298,0.016054270841746713,0.07053238497262493,0.07690640686126127,0.03021862586258849,-0.032019550957179475,-0.2905449797701482,-0.26805928290749303,0.13071421881275694,0.2294080793713921,-0.14167903484400285,0.1266724345095148,0.201307999379966,-0.14719834150734645,-0.20849132456787822,0.7223375308908556,0.8919494075186939,0.996501171053162,-0.006877498513694906,0.8534618680821444,0.7900379539472215,0.9273723889002329,0.9958590807990145,-0.006107963920290482,0.6228004931844083,0.45063992246429907,0.5409342428468787,0.6741324391250257,-0.049400670368892056,-0.024432504615732122,,,,0.06002657315499594,0.008926024673464109,-0.2047810986817744,-0.05317449409804388,-0.29045853873013416,0.08900196819993898,-0.22752224764138998,0.16375137339421317,0.13011628538780615,,-0.01988859161294315,-0.024432504615732122,,0.5660169369435603,-0.19563028132691676,-0.18603684862703612,,-0.22430643375459464,-0.23920320001776102,-0.26805928290749303,0.1266724345095148,,,,,,,0.016054270841746713,0.07690640686126127,0.07053238497262493,0.03021862586258849,0.24615883181105236,-0.08783001155858353,0.09333710527838515,0.06703836639259025,0.19670429924112431,0.23368759544247933,0.22712377262393058,0.08922223572235642,0.9716597934081503,0.6567248537364073,1.0,0.8901787362924758
Idle Min,-0.3583600433903053,0.7318754134073552,0.017746129509884277,0.08220256808183535,0.13467132724413625,0.03943088640323038,0.06999252264776672,-0.23217311186404843,-0.1956733183404013,0.20338264485738045,0.3394350650794106,-0.11439804170382539,0.22021990531158,0.30611064563473556,-0.11695722475884707,-0.16565793668051831,0.5368346260291125,0.7408978011513588,0.8878580534161786,-0.006991019136729792,0.7304384412593923,0.5896173689484211,0.7901032483467161,0.8858989352701041,-0.0063789841764280725,0.622290176879259,0.2953367722185446,0.4187332433628517,0.6052381766770603,-0.04383108126691555,0.016259567307140534,,,,0.04766643678288595,0.007093076851121172,-0.16271001401279497,-0.04224951214579299,-0.2321323269010598,0.2165190973892854,-0.13321883208592827,0.2701234442706059,0.20560079439974974,,-0.01580260035731856,0.016259567307140534,,0.4285150477439739,-0.12961115927254369,-0.1478039490248857,,-0.14605555126647635,-0.15610335204837966,-0.1956733183404013,0.22021990531158,,,,,,,0.017746129509884277,0.13467132724413625,0.08220256808183535,0.03943088640323038,0.2525187327341939,-0.06010173831634992,0.09315960746742183,0.05321132178793279,0.183167593107934,0.1587600215479639,0.172898659276613,0.11565852250853298,0.9697473294182287,0.25696512106701763,0.8901787362924758,1.0
